@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5886, 0, 0, 0, 0, 0, 0, 0, 1.35, 0, 0.1917, 0.335, 0, 0.0494, 0, 0.0658, 0, 0, 0, 0, 0, 0, 0, 0.0681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2668, 0, 0, 0, 0, 0, 0, 0, 0, 0.4375, 0, 0.352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0.035, 0, 6.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3567, 0, 0, 0, 0, 0, 0.0716, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2412, 0, 0, 0.0763, 0, 0, 0, 0, 0, 0, 0, 0, 0.1094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0417, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0, 0, 0, 0.0827, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0.1367, 0.2418, 0, 0, 0.0513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.393, 0, 0, 0, 0, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.97, 0, 0.092, 0, 0, 0, 0, 0,acq
0.0343, 0, 0.0975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0593, 0, 0, 0.1767, 0, 0, 0, 0, 0, 0, 0.1858, 0, 0, 0, 0, 0.0721, 0, 2.73, 0, 0, 0, 3.38, 0.1638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0394, 0.175, 0, 0, 0, 0, 0, 0, 0.137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.886, 0, 0, 0, 0, 0, 0, 0, 0, 0.9083, 0, 0, 0, 0, 0.1191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0948, 0.2086, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 3.0767, 0, 0.14, 0, 0, 0.1179, 0, 0, 0.7, 0, 0, 0.0736, 0, 0, 0, 0.237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0.1081, 0, 0, 0, 0, 0, 0, 0, 0.0897, 0, 0, 0, 0.1145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89, 0, 0.275, 0, 1.72, 0, 0.1704, 0, 0.2227, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69, 0.0538, 0, 0, 0, 0, 0, 0, 0, 0.0441, 0, 0, 0, 0.1014, 0, 0, 0.0803, 0, 0, 0, 0, 0, 0, 0, 0.254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0, 0, 2.73, 0, 0, 0, 0, 0, 0.0804, 0,acq
0.1107, 0, 0.0694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0, 0.1244, 0, 0.0736, 0, 0, 0, 0.2349, 0, 0, 0.0994, 0, 0, 0, 0, 0, 1.54, 0, 0, 0.0556, 0, 0, 0, 0, 0, 0, 0, 0.2579, 0, 0, 0, 0.0327, 0, 0, 0.045, 0.103, 0, 0, 0, 0, 0, 0, 0.117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 1.3267, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0888, 0, 0, 0, 0, 1.0267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3419, 0.4813, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0, 0, 12.03, 0, 0, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0, 0, 1.1467, 0, 0.046, 0, 0, 1.03, 0.0504, 0,acq
0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0.2218, 0, 0, 0, 0.2471, 0.1463, 0, 0.295, 0, 0, 0, 0, 2.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43, 0.06, 0, 0, 0.0828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0.0417, 0.075, 0, 0, 0, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0, 0, 0.97, 0, 0, 0, 0, 0, 0, 0,acq
0.0689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 0, 0, 0, 0, 0, 0.1149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1428, 0, 0, 0.175, 0, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5733, 0, 0, 0, 0.1733, 0, 0, 0,acq
0.0418, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1927, 0, 0, 0, 0, 0.1316, 0, 1.37, 0, 0, 0, 0, 0, 0.0681, 0, 0, 0.606, 0, 0, 0, 0, 0, 0, 0, 0.0677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1078, 0, 0, 0, 0, 0.5187, 0, 0, 0.3567, 0, 0, 0, 0, 0, 0, 0,acq
0.0343, 0, 0.1412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.355, 0, 0, 0.0745, 0, 0, 0, 0.2933, 0, 0, 0, 0, 0, 0, 1.37, 0, 0, 0, 0, 0, 0, 0, 0.2433, 0, 0, 0, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0.0792, 0, 0, 0, 0, 0.0657, 0, 0, 0.193, 0, 0, 0, 0.0713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0865, 0, 0, 0, 0.565, 0, 0, 0, 0, 0.46, 0.0472, 0.1043, 0.078, 0, 0.0856, 0,acq
0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0.1215, 0, 0, 0, 0, 0, 0, 0, 2.21, 0, 0, 0, 0.1669, 0.0385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0618, 0, 0, 0, 0, 0, 0, 0, 0, 0.31, 0, 0, 0, 0, 0, 0.0477, 0, 0, 0, 0, 0, 0, 0.212, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0472, 0, 0, 0, 0, 0,acq
0.0546, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0, 0, 0, 7.6245, 0, 0, 0, 0.3589, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0.0525, 0.0431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1382, 0, 0, 0, 0, 0, 0, 0.0596, 0, 0, 0, 0.117, 0, 0, 0, 0.077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3967, 0, 0, 0.1043, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.22, 0, 0, 0.1367, 0.4492, 0, 0, 0.0494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1559, 0, 0, 0, 0, 0, 0.54, 0, 0, 0, 0, 0.137, 0, 0, 0, 0.0847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0433, 0, 0, 0.1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5067, 0, 0.1656, 0, 0, 0, 0, 0,acq
0.08, 0, 0.1781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2425, 0, 0.316, 0, 0, 0.184, 0, 0, 0, 0, 0.0391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035, 0.73, 0, 0, 0, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0, 0, 0.3967, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.3167, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0.1814, 0, 0, 0, 0, 0, 0, 0, 0, 0.1367, 0.2788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0538, 0, 0, 0.202, 0, 0, 0, 0.0441, 0, 0, 0, 0.0936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0433, 0, 0.375, 0, 0, 0, 0, 0.212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0, 0, 1.89, 0, 0, 0, 3.3633, 0, 0.1092, 0, 0.078, 0, 0.1452, 0,acq
0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2083, 0.1751, 0.1463, 0, 0, 0, 0.0784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0441, 0, 0, 0, 0.1141, 0, 0, 0.0511, 0.103, 0, 0, 0, 0, 0, 0, 2.024, 0, 0, 0, 0.0477, 0, 0, 0, 0, 1.22, 0, 0.212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.97, 0, 0.3312, 0, 0.0887, 0, 0, 0,acq
0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2821, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0.1848, 0.1463, 0, 0, 2.09, 0, 0.605, 0, 0, 0, 0, 0.85, 0, 0, 0, 0, 0, 0, 1.49, 0, 0.0441, 0, 0, 0, 0.0327, 0, 0, 0.0828, 0.103, 0, 0, 0.0472, 0.0657, 0, 0.175, 5.517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0.1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 0.97, 0, 0, 0, 0, 0, 0.0676, 0,acq
0.0604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0.5233, 0, 0, 0, 0, 0, 0.4167, 0.2005, 0.1463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69, 0, 0, 0, 0, 0.35, 0, 1.49, 0, 0.0441, 0, 0, 0, 0, 0, 0, 0.1525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0437, 0, 0.375, 0, 0, 0, 0, 0, 0, 1.63, 0, 0.664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0, 0, 6.31, 0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0,acq
0.1379, 0.1967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1814, 1.65, 0, 0.2017, 0, 0, 0.0736, 0, 0, 0, 0.2993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0943, 0, 0, 0, 0, 0, 0, 0.374, 0, 0, 0, 0.222, 0, 0, 0, 0.242, 0, 0, 0, 0, 0, 0, 0, 0, 0.1314, 0.043, 0, 0, 0, 0.565, 0, 0, 0, 0.3967, 0, 0, 0, 0.068, 0, 0, 0,acq
0, 0.1967, 0.1375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8579, 0, 0.11, 0, 0, 0, 0, 0, 0, 0, 0.142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0.1081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2127, 0, 0, 0, 0.103, 0, 0, 0.212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01, 0, 0, 0, 0.136, 0, 0, 0,acq
0, 0, 0.2113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1393, 0, 0, 0, 0, 0, 0, 1.37, 1.11, 0, 0, 0, 0.1081, 0, 0, 0, 0, 0, 4.47, 0, 0, 0, 0, 0, 0.0391, 0, 0, 0.0292, 0.153, 0, 0, 0, 0, 0.4375, 0.525, 0.321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18, 0, 0, 0, 0.0887, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2269, 0, 0, 0, 0, 0.1411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.921, 0, 0, 0, 0, 0.0882, 0, 0, 0.0511, 0, 0, 0, 0, 0, 0, 0, 0.117, 0, 0, 0.394, 0.148, 0, 0, 0, 0, 1.22, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.526, 0, 0, 0.1557, 0, 0, 0.1686, 0, 0, 0, 0, 1.5433, 0, 0, 0, 0, 1.03, 0.0736, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11, 0, 0, 0, 0.0736, 0, 0, 0, 0.2062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0695, 0.1714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34, 0, 0, 0.1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0, 0, 0, 0.0417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2933, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0.105, 0, 0.0593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2675, 0, 0, 0, 0, 0.1195, 0, 0, 0, 0, 0, 0, 0, 0.3435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.193, 0, 0, 0, 0, 0, 0, 0, 0, 1.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1686, 0, 0, 0, 0, 0.5733, 0, 0, 0, 0.078, 0, 0, 0,acq
0.0968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1962, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0, 0, 0.0556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.368, 0, 0, 0, 0, 0, 0.117, 0, 0, 0, 0.1147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1326, 0, 0, 0, 0, 0, 0, 0, 0.5733, 0, 0, 0, 0.078, 0, 0, 0,acq
0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54, 0.1669, 0, 0, 0, 0, 0, 0, 0.401, 0, 0, 0, 0, 0.1205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117, 0, 0, 0, 0.077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4167, 0, 0.1043, 0, 0, 0, 0,acq
0.1082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0821, 0, 0, 0, 0.0736, 0, 0, 0, 0.1955, 0, 0, 0, 0, 0.0921, 0, 0, 0, 0, 0, 0, 0.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0697, 0, 0, 0, 0, 0, 0.338, 0, 0, 0, 0, 0, 0.1686, 0, 0, 0, 0, 0.97, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0694, 0, 0, 0, 0, 1.3033, 0, 0.16, 0, 0, 0, 1.65, 0, 0, 0.0496, 0, 0.0736, 0, 0, 0, 0.2386, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0, 0.85, 0.1088, 0, 0, 0, 0, 0, 0, 0, 0.2459, 0, 0, 0, 0.0318, 0, 0, 0.0317, 0.103, 0, 0, 0, 0.0604, 0, 0, 0.137, 0, 0, 0, 0, 0, 0.285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.057, 0, 0, 0, 3.785, 0, 0, 0, 6.7033, 0, 0, 0, 0, 0, 0, 0,acq
0.0343, 0, 0.2963, 0, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0.0736, 0, 0, 0, 0.3161, 0.335, 0, 0, 0, 0.1279, 0.605, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0.316, 0, 0, 0, 0, 0, 0, 1.43, 0.1505, 0, 0, 0.045, 0, 0, 0, 0, 0, 0, 0, 0.209, 0, 0, 0, 0.1513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18, 0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0735, 0, 0, 0, 0.63, 0, 0, 0, 0.3967, 0, 0.0936, 0.1043, 0.068, 0, 0, 0,acq
0.1761, 0, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0, 1.0483, 0.05, 0, 0, 0, 0, 0, 0.2868, 0, 0, 0.0513, 0, 0, 0, 0, 0, 1.54, 0, 0, 0, 0.0538, 0, 0, 0, 0, 0, 0, 0.0455, 0, 0, 0, 0.0327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1686, 0, 0, 0, 0, 0.18, 0, 0, 0.1043, 0.246, 0, 0, 0,acq
0.0689, 0, 0, 0.6833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1464, 0, 0, 0, 0.2692, 0, 0, 0, 0, 0.0889, 0, 0, 1.11, 0, 0, 0, 0, 0, 0, 0, 0.202, 0, 1.49, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.35, 4.286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0867, 0, 0.0504, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2127, 0, 0, 0.2781, 0, 0.0642, 0, 0, 0, 0, 0, 0, 0.0563, 0, 0, 0, 0.316, 0, 0, 0.209, 0, 0, 0, 0, 0.0436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2338, 0, 0, 0, 0, 0.1729, 0, 0, 0, 0, 0, 0, 0.1314, 0.043, 0, 0, 0, 0, 0, 0, 0, 1.19, 0, 0, 0.1114, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18, 0, 0, 0, 0.2856, 0, 0.1545, 0, 0, 0.5533, 0.2043, 0, 0, 0, 0, 0.0642, 0, 0, 0, 0, 0, 1.69, 0, 0, 0, 0, 0.202, 0, 0, 0, 0, 0, 0, 0, 0.075, 0, 0, 0.0828, 0, 0, 0, 0.0464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.053, 0, 0, 0, 3.155, 0, 0, 0, 5.9533, 0, 0, 0, 0.0867, 0, 0.0628, 0,acq
