@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE C105	REAL
@ATTRIBUTE C106	REAL
@ATTRIBUTE C107	REAL
@ATTRIBUTE C108	REAL
@ATTRIBUTE C109	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0, 0.0888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1464, 0, 0, 0, 0, 0, 0, 0, 0, 0.0513, 0, 0.0022, 0, 0, 0.6233, 0, 0, 0, 0, 0, 0.1987, 0.1113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0899, 0, 0, 0, 0, 0.0877, 0.2825, 0.0437, 0, 0.6675, 1.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1493, 0, 0, 0, 0, 0, 0, 0.3333, 0, 0.1686, 1.7, 0, 0, 0, 0, 0, 0, 0, 0.182, 0, 0, 0, 0, 7.6233, 0, 0.1072, 0,acq
0.0443, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0.0857, 0, 0.1019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0494, 0, 0.0093, 0, 0, 3.25, 0, 0, 0, 0.1014, 0, 0, 0.285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0738, 0, 0, 0, 0, 0.045, 0, 0.1909, 0, 0, 0.3825, 0, 0, 0.14, 0.0507, 0, 1.9925, 1.03, 0, 0, 0, 0.0676, 0, 0, 0, 0, 0, 0, 0, 0.271, 0, 0, 0, 0.035, 0, 0, 0, 0, 0, 0, 2.096, 0, 0, 0, 0.5043, 3.155, 0, 0.0339, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0.34, 0, 0, 0,acq
0.0639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1463, 0, 0, 0, 0.2331, 0, 0.0031, 0, 0, 1.7567, 0, 0, 0, 0.1043, 0, 0.0497, 0.1167, 0, 0, 0, 0.085, 0, 0, 0, 0, 0.265, 0, 0, 0, 0, 0, 0.0569, 0, 0.1965, 0, 0, 0, 0, 0, 0, 0, 0, 1.1375, 6.2, 0, 0, 0, 0, 0, 0, 0, 0, 0.2667, 0, 0, 0, 0, 0, 0, 0.047, 0, 0.075, 0, 0.0833, 0.75, 0, 0, 0, 0, 0, 0.3371, 1.26, 0, 0.0231, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0.68, 0, 0, 0,acq
0.0457, 0, 0.095, 0, 0, 0, 10.5333, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0, 0, 0, 0, 0, 0, 0, 0.3087, 0, 0.7178, 0, 0, 0, 0.0088, 0.735, 0, 0, 0, 0, 0, 0, 2.54, 0, 0.2733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1692, 0, 0.0659, 0, 0, 0.1381, 0.27, 0.1554, 0.0313, 4.27, 0, 0.606, 0, 0, 0, 0, 3.22, 4.14, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.98, 0, 0, 0, 0, 0, 0, 0.1686, 1.26, 0.2225, 0.0897, 0, 0, 0, 0, 0, 0.0867, 0.0312, 1.03, 0, 0, 0.68, 0, 0.0572, 0,acq
0, 0, 0.0975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0, 0, 0.2197, 0, 0, 0, 0, 0, 0.14, 0, 0, 1.1375, 1.03, 0, 1.89, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0.3367, 0, 0, 0.0487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1686, 1.26, 0, 0.0475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8933, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.335, 0, 0.1744, 0, 0, 0, 0.0005, 0, 0.705, 0, 0, 0, 0, 0.0857, 0.85, 0, 0.0333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0466, 0, 0, 0, 0.234, 0, 0.14, 0.0377, 0, 2.0825, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4175, 0, 0, 0, 0, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89, 0, 0, 0, 0, 0.18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1744, 0, 0, 0, 0, 0, 2.12, 1.71, 0, 0, 0.3, 0, 0, 0, 0.0333, 0, 0, 0, 0.0817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1004, 0, 0, 0, 0.469, 0, 0.14, 0, 0, 1.1375, 4.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2775, 0, 0, 0, 0, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.155, 0, 0.0933, 0, 0, 0.18, 0, 0, 0.078, 0, 1.03, 0, 0, 0, 0, 0.1072, 0,acq
0.0546, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0.11, 0, 0.2622, 0, 0, 0, 0, 0.2133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0011, 0, 0, 1.71, 0, 0, 0, 0, 1.69, 0, 0.0392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0.0856, 0, 0.2531, 0, 0, 0, 0.117, 0, 0, 0, 0, 2.5625, 4.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9025, 0.09, 0.3367, 0, 0, 0, 0, 0.1493, 0, 0.0783, 0, 0, 0, 0, 0, 0, 0.3371, 7.685, 0, 0.1672, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 2.5233, 0, 0, 0,acq
0, 0, 0.1412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0, 0.1744, 0, 0.2919, 0, 0.0071, 0, 2.12, 0.7233, 0, 0, 0.6, 0, 0.85, 0, 0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0738, 0, 0.2027, 0, 0, 0, 0, 0.2216, 0, 0, 0.4425, 0.22, 0, 0.565, 0, 0, 2.2775, 1.03, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0.181, 0, 0, 0, 0.0713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.415, 0, 0.0933, 0, 0, 0.5367, 0, 0, 0.0887, 0.0348, 0, 0, 0, 0, 0.0504, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1482, 1.0633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0072, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0.1496, 0, 0, 0, 0, 0, 0, 0, 0, 0.265, 0, 0, 0, 0, 0, 0.0719, 0, 0.1406, 0, 0, 0, 0, 0, 0.14, 0.0397, 0, 0.285, 27.92, 0, 3.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3633, 0, 0, 0.1113, 0, 0.2286, 0, 0.0833, 2.91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0.0835, 0, 0, 0, 0, 0,acq
0.0457, 0, 0.0706, 0, 0.705, 0, 0, 0, 0, 0, 0, 0, 0, 0.1807, 0, 0, 0, 0.2973, 0.275, 0, 0, 0, 0, 0, 0.4544, 0, 0.2188, 0, 0.0078, 0, 0, 1.8067, 0, 0, 0.3, 0.0679, 1.69, 0, 0.1325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.045, 0, 0.1253, 0, 0, 0, 0.44, 0.0759, 0.2825, 0, 0, 3.13, 9.31, 0, 2.52, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0.1686, 3.785, 0.445, 0.1333, 0, 0, 0, 0, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3836, 0, 0, 0, 0, 0, 0, 0, 0, 0.4719, 0.605, 0.0177, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0.2067, 0, 0.0933, 0, 0, 0, 0, 0, 0, 0, 0.0738, 0, 0.2095, 0.1986, 0, 0.0428, 0, 0.2356, 0, 0, 0, 0, 0, 0, 0, 0, 1.4225, 12.41, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3367, 0, 0, 0.0487, 0, 0.2993, 0, 0.0708, 0, 0, 0, 0, 0, 0, 0, 1.89, 0, 0.4811, 0, 0, 0.5733, 0, 0, 0, 0, 0, 0, 0, 5.5567, 0.1256, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04, 0.1367, 0, 0, 0, 0, 0, 0.0494, 1.435, 0.0064, 0, 0, 0, 0, 0, 0, 0, 0.85, 0.0481, 0.5667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0318, 0, 0, 0, 0, 0.1128, 0, 0, 0, 0.486, 0.1068, 0.4225, 0, 0, 2.285, 12.41, 0, 2.52, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0.3367, 0, 0, 0.0827, 0, 0.0936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.17, 0, 0.65, 0.0476, 0, 0.0675, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0.4433, 0, 0, 0, 0, 0, 0, 0.1981, 0, 0, 0, 0, 0, 1.35, 0, 0.1321, 0, 0, 0.1744, 0, 0.1006, 1.82, 0.0187, 0, 0, 0, 1.11, 0, 0, 0.0857, 2.54, 0.0674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0822, 0, 0.2063, 0.0306, 0, 0.4425, 0.193, 0, 0.14, 0.146, 0, 7.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2663, 0, 0, 0, 0, 0, 0, 0, 0, 0.2083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0, 0, 0, 0, 0.0461, 0, 0, 0, 0, 0, 0, 0,acq
0.0457, 0, 0, 0, 1.415, 0, 0, 0, 0, 0, 0, 0, 0, 0.0496, 1.22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1929, 0, 0.715, 0.014, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0.5275, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2305, 0.1714, 0, 0, 0, 0.0772, 0, 0, 0, 0.137, 0, 0.2825, 0.0373, 0, 3.56, 4.14, 0, 3.78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0433, 0, 0, 0, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.364, 0, 0, 0.1385, 0, 0, 0.0628, 0, 0,acq
0, 0, 0, 0, 0, 0, 0.4433, 0, 0, 0, 0, 0, 0, 0.0744, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0.0041, 0, 2.05, 0, 0, 0, 0, 0.1857, 1.69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0327, 0, 0, 0.0686, 0, 0.032, 0, 0, 0.4425, 0, 0.1691, 0.14, 0, 0, 2.4825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0, 0, 0, 0, 0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0575, 0, 0, 0.1536, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1156, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0172, 0, 0, 0, 0, 0, 0, 0, 1.69, 0, 0.3437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1577, 0, 0.1414, 0, 0, 0.0492, 0, 0.0926, 0.0436, 0, 0, 0, 0.0759, 0, 0, 0, 3.2275, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0694, 0, 0, 1.15, 0, 0, 0.296, 0.267, 0, 0.0335, 0, 0, 0, 0.0572, 0,acq
0, 0, 0.1044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1737, 0, 0.0155, 0, 1.365, 2.29, 1.11, 0, 0, 0.0507, 0, 0, 0, 0, 0.2492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.565, 0, 0, 0, 0, 0, 0, 0, 0.0887, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0, 0.19, 0.1979, 0, 0, 0, 0, 0, 0, 0.0005, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0, 0, 1.5, 0, 0.202, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0.1795, 0, 0, 0, 0, 0.0599, 0, 0, 0, 0, 0, 0.4225, 0.0513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.308, 0, 0, 0, 1.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2075, 0.0231, 0, 0, 0, 0, 0, 0, 0, 0, 0.0715, 0, 0, 0.0548, 0, 0,acq
0.2789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41, 0, 0, 0, 0, 0, 0.0494, 0, 0.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1746, 0, 0, 0, 2.5083, 0, 0, 0, 0, 0, 0, 0, 0.1214, 0, 0, 0.0394, 0, 0.0504, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 11.31, 0.486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0903, 0, 0, 0, 0.6729, 0, 0.4927, 0, 0, 0, 0.32, 0, 0, 0, 0,acq
0, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0, 0, 0.5709, 0, 0, 3.6783, 0, 0, 0, 0, 0, 0, 0, 0.0138, 0.875, 0, 0, 0, 0, 0, 0, 0, 0.0387, 0.3346, 0, 0, 0, 0.305, 0, 0, 0, 0, 0, 0, 0, 0.0645, 0, 0, 0.0317, 0.27, 0.0656, 0, 0, 0, 0, 0.0514, 0, 0.1737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 8.08, 1.654, 0.047, 0, 0, 0, 0.1492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.26, 0.0667, 0, 0.0335, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0.705, 0, 0, 0, 0, 0, 0, 0.37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1463, 0.565, 0.3433, 0, 0, 0, 0.0151, 0, 0, 0, 0, 0, 0, 0.1364, 0, 0.2326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0709, 0, 0, 0.0631, 0.27, 0.0518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035, 0, 0, 0, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0.2225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0888, 0, 0, 0, 0, 0, 0, 0, 0, 0.1643, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 5.0287, 0, 0, 0, 0, 0.0072, 0, 0.685, 0, 0, 0, 0, 0.0679, 2.54, 0.1971, 0.1096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0859, 0, 0, 0.0897, 1.086, 0.0672, 0, 0, 0, 0, 0, 0.2825, 0, 0, 0, 0, 0, 1.26, 0, 0.1029, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1529, 0, 0.105, 0, 0, 0, 0, 0.3333, 0, 0, 0, 0, 0.0514, 0, 0, 0, 0.2243, 0, 0, 0, 1.03, 0.0335, 0, 0, 0, 0, 0,acq
0, 0, 0.0975, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 1.22, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0, 0, 0, 0.1006, 0, 0.0219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0354, 0, 0.0933, 0, 0.1094, 0, 0, 0, 0, 0, 0, 0, 0.0905, 0, 0, 0, 0, 0.22, 0.0387, 0, 0, 0, 0.075, 0, 0.0513, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3467, 0, 0, 0.09, 0, 0, 0, 0.2575, 2.255, 1.03, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0, 0, 0, 0.078, 0, 1.03, 0, 0, 0, 0, 0, 0,acq
0.2107, 0, 0.0975, 0, 0, 0, 2.3267, 0, 0, 0, 0, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1929, 0, 0, 0.0166, 0, 0, 0, 0, 0, 0, 0.0679, 0, 0, 0.0946, 0, 0, 0.528, 0, 0, 0, 0, 0, 0, 0, 0, 0.0632, 0, 0, 0, 0, 0.25, 0.034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52, 0, 0.1029, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0, 0, 0, 0.0793, 0, 0.2658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0.2086, 0, 0.136, 0, 0, 0, 0, 0.34, 0.0548, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1427, 0, 2.7, 2.6417, 0, 0, 0.1863, 0, 0, 0.2606, 0, 0.0151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0492, 0.546, 0.0399, 0, 0, 0, 0, 0, 0.14, 0.349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24, 0.0837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0, 0, 0, 0.2207, 0, 1.03, 0.0335, 0, 0, 0, 0.0572, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0, 0, 0, 0, 0.0856, 0, 0.0093, 0, 0, 0, 0, 0, 0, 0.0857, 0, 0, 0.035, 0, 0, 0, 0.1072, 0, 0, 0, 0, 0, 0, 0.197, 0.1595, 0, 0, 0, 0, 0.071, 0.0428, 0, 0, 0, 0, 0.14, 1.0313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0, 0, 0, 0, 0, 0, 0.05, 0, 0, 0, 0, 0,acq
0.0875, 0, 0.095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0, 0, 0, 0, 0, 3.1133, 0.2636, 0, 0, 0, 0, 0, 0, 0.0138, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1204, 0, 0.125, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0.2473, 0, 0, 0.0292, 0, 0.0503, 0, 0, 0, 0, 0, 0.2825, 0.0943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1081, 0, 0, 0, 0.17, 0, 0, 0, 0, 0.117, 0, 0, 0.2512, 0, 0,acq
0.4486, 0, 0, 0, 0, 0, 0, 0, 0, 0.488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1725, 0, 0, 0, 0, 0, 0.0206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1039, 0, 0, 0, 0, 0, 0.2654, 0, 0, 0, 0, 0, 0, 0.0798, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0, 0, 0.1947, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6308, 0, 0, 0, 0, 0, 0, 0, 0, 0.4175, 0.0231, 0, 0, 0, 0, 0, 0, 0.1333, 0, 0, 0, 0, 0, 0.0572, 0,acq
0, 0, 0.0888, 0, 0, 0, 0.8333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1482, 0, 0, 0, 0, 0, 0, 0, 0, 0.0513, 0, 0.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0733, 0, 0, 0, 0.1556, 0, 0, 0, 0, 0, 0, 0, 0.0845, 0, 0, 0.0394, 0, 0.4667, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0.2713, 0, 0, 0, 0, 0.124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0583, 0, 0, 0.18, 0.1114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0541, 0, 0, 0, 0, 0, 0, 0.2017, 0.0657, 0.1463, 0, 0, 0, 0, 0, 0.0095, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0.0696, 0, 0, 0, 0.3394, 0, 0, 0, 0, 0, 0, 0, 0.3823, 0, 0, 0.0969, 0, 0.057, 0.0306, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0.37, 0, 0, 0, 0, 0, 0, 0, 0, 0.52, 0, 0.728, 0.0783, 0, 0, 0, 0.1, 0, 1.03, 0, 2.2, 0, 0, 0, 1.135, 0, 0.0881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
